manufacturer,model,impedance_ohm,fs_hz,qts,qes,qms,vas_l,re_ohm,le_mh,sd_cm2,mms_g,mmd_g,cms_mm_per_n,rms_ns_per_m,bl_tm,xmax_mm,xmech_mm,vd_cm3,linear_travel_pp_mm,max_travel_pp_mm,xlin_mm,eta0_percent,ebp_hz,sensitivity_db,power_rms_w,power_handling_w,nominal_diameter_in,qa_as_printed,sensitivity_1w_1m_db,sensitivity_2v83_1m_db,le_frequency_hz,nominal_diameter_mm,overall_diameter_mm,overall_width_mm,overall_height_mm,overall_depth_mm,mounting_depth_mm,cutout_diameter_mm,bolt_circle_diameter_mm,mounting_hole_diameter_mm,mounting_hole_count,flange_thickness_mm,magnet_diameter_mm,magnet_depth_mm,voice_coil_diameter_mm,voice_coil_height_mm,voice_coil_former_height_mm,gap_height_mm,effective_diaphragm_diameter_mm,cone_dome_diameter_mm,ribbon_dimension_1_mm,ribbon_dimension_2_mm,overall_dimension_1_mm,overall_dimension_2_mm,overall_dimension_3_mm,cutout_dimension_1_mm,cutout_dimension_2_mm,tweeter_voice_coil_diameter_mm,tweeter_voice_coil_height_mm,tweeter_gap_height_mm,krm_microohm,erm,kxm_mh,exm,power_peak_w,frequency_min_hz,frequency_max_hz,crossover_frequency_hz,crossover_slope_db_per_oct,power_continuous_iec268_5_w,power_test_highpass_hz,power_test_highpass_slope_db_per_oct,net_weight_kg,magnet_weight_g,sensitivity_tolerance_db
SEAS,H1658-04,4,100,0.67,1.15,1.63,1.1,3.3,0.14,38.5,4.51,,0.6,1.8,2.9,,,,4,7.9,,,,,,,,,,,,,,,,,,,,,,,,,19,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1659-08,8,29,0.29,0.34,1.77,103,6,0.7,220,19.8,,1.7,2.1,8,,,,8,20,,,,90.5,,,,,,90.5,,,,,,,,,,,,,,,39,14,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1699-08/06,8,126,0.69,0.96,2.49,3,6.2,0.43,126,11.8,,0.1,4.26,8.3,,,,6,12,,,,89,,,,,,,,,,,,,,,,,,,,,39,12,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1699-08/06 (tweeter),6,1600,,,,,5,0.05,7,0.3,,,,3.1,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,26,1.6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1794 (FEA18RCZ),8,42,0.39,0.42,6.29,31,5.7,0.49,136,12.1,,1.19,0.51,6.6,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1794-08,8,42,0.39,0.42,6.29,31,5.7,0.49,136,12.1,,1.19,0.51,6.6,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,26,12,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1825-06,6,830,,,,,4.7,0.01,7.3,0.36,,,,2.6,,,,0.4,,,,,89,,,,,,89,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1825-06,6,830,,,,,4.7,0.01,7.3,0.36,,,,2.6,,,,0.4,,,,,89,,,,,,89,20000,,,,,,,,,,,,,,26,1.6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1869-08,8,32,0.33,0.35,5.48,18,6.4,0.6,104,20.8,,1.2,0.76,8.7,,,,14,22,,,,84,,,,,,84,,,,,,,,,,,,,,,39,20,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1869-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1878-08,8,32,0.38,0.41,5.5,29,6.2,0.66,146,25.4,,,,,,,,,,,,,,,,,,,,,177.8,176,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1878-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H1889-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H417 (25TAC/GW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H519 (25TFFC),6,1200,,,,,4.8,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,h881,6,550,,,,,4.8,0.05,7.6,0.25,,,,3.5,,,,0.5,,,,,91,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H9918-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H9929-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H9932-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H9933-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H9939-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H9944,,26,,,,41,,,130,21.5,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H9945,,22,,,,138,,,230,28,,1.87,,,,,,,,,,,,,,,,,,,203.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,H9946,,22,,,,214,,,350,42,,1.25,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,K17REX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L0004-06S,6,800,,,,,4.9,0.05,7.5,0.26,,,,1.9,,,,0.5,,,,,90,,,,,,90,,,,,,,,,,,,,,,26,1.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L0005-06S,6,1000,,,,,4.9,0.05,7.5,0.23,,,,1.9,,,,0.5,,,,,89.5,,,,,,89.5,,,,,,,,,,,,,,,26,1.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L0017-04S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L0018-04S,4,64,0.58,0.65,5.49,8,3.3,0.78,126,16.9,,0.4,1.3,6,,,,6,19,,,,90,,,,,,90,,,,,,,,,,,,,,,39,12,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L0021-04S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L0022-04S,4,39,0.36,0.43,2.1,68,3.2,0.38,220,28.2,,1.1,2.59,6.4,,,,10,21,,,,91,,,,,,91,,,,,,,,,,,,,,,39,16,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L12RE/XFC,4,55,0.3,0.33,2.99,3,3.1,0.48,47,9.2,,0.9,1.08,5.5,,,,6,,,,,86,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L15RLY/P,8,44,0.35,0.43,2.1,12,5.5,0.84,75,8.1,,1.6,1.12,5.7,,,,10,,,,,86,,,,,,86,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L16RN-SL,8,37,0.45,0.55,2.48,19,6,0.64,104,14.7,,1.3,1.38,6.1,,,,12,,,,,84,,,,,,84,2000,127,146,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L16RNX,8,39,0.36,0.44,2.08,16,5.8,0.48,104,15.3,,1.1,1.88,7.2,,,,12,,,,,85,,,,,,85,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L18RCY/P,8,33,0.31,0.37,2.01,38,5.6,0.92,125,12.7,,1.8,1.39,6.5,,,,8,,,,,88,,,,,,88,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L22ROY2-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L22ROY2-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,L26RO4Y,4,26,0.27,0.29,3.94,40,3.5,2.33,342,160,,0.24,6.53,17.7,,,,30,56,,,,86,,,,,,86,1000,254,268.986,,,,,235.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,l26roy,4,25,0.42,0.45,5.6,56,3.3,0.73,342,118,,0.34,3.31,12,,,,28,56,,,,87,,,,,,87,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,m15ch-002,6,67,0.4,0.52,1.7,6,4.9,0.43,75,6.75,,0.8,1.77,5.3,,,,6,14,,,,88.5,,,,,,88.5,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,MCA12RC,8,68,0.56,0.74,2.42,5,6.3,0.31,55,4.58,,1.2,0.85,4.2,,,,1.8,,,,,86,,,,,,86,5000,101.6,120.396,,,,,95.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,MCA15RCY,8,51,0.25,0.3,1.57,12,5.8,0.73,80,7.1,,1.4,1.53,6.8,,,,3.4,,,,,89.5,,,,,,89.5,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,MR18REX/XF H1699-08/06,,,0.69,0.96,2.49,3,,,,,,0.1,4.26,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,MU10RB-SL  H1658-04,4,100,0.67,1.15,1.63,1.1,3.3,0.14,38.5,4.51,,0.6,1.8,2.9,,,,4,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,OR002-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,OR003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,OR004-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,OR005-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,OR006-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,SEAS-MCA11FC,8,140,0.72,1.09,2.17,1.3,6.5,,,4,,0.3,1.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,sl26r,,,,,14,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,t25cf-001,6,700,,,,,4.6,0.05,7,0.33,,,,3.5,,,,0.5,,,,,91,,,,,,91,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,T25CF002,6,500,,,,,4.6,0.05,7,0.37,,,,3.1,,,,1,,,,,89,,,,,,89,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,T27GL001-DXT,6,940,,,,,4.4,0.02,7.5,0.36,,,,3.3,,,,,,,,,94,,,,,,94,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,t29cf-002,6,500,,,,,4.7,0.05,8,0.35,,,,3.5,,,,1,,,,,92.5,,,,,,92.5,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,T35C002,6,620,,,,,4.6,0.06,11.9,0.47,,,,4.3,,,,1,,,,,95,,,,,,95,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,U18RNX/P,8,43,0.37,0.45,2.05,22,5.9,0.25,126,13.4,,1.1,1.78,6.9,,,,12,,,,,88,,,,,,88,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,U22REX/P-SL H1659-08,8,29,0.29,0.34,1.77,103,6,0.7,220,19.8,,1.7,2.1,8,,,,8,20,,,,,,,,,,,,203.2,220.726,,,,,186.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w12cy-001,8,45,0.36,0.42,2.5,6,5.6,0.43,50,7.5,,1.7,0.87,5.4,,,,6,9,,,,84,,,,,,84,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w12cy-003,8,60,0.36,0.44,2.3,4,5.5,0.41,50,6.1,,1.2,1.03,5.5,,,,6,9,,,,85.5,,,,,,85.5,3500,,120.396,,,,,99.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W12CY-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W12CY004-GRAPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w15ch001,8,38,0.42,0.5,2.58,14,5.5,0.49,75,9.5,,1.8,0.91,5.1,,,,8,14,,,,85,,,,,,85,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W15CY-001,8,38,0.36,0.43,2.22,14,5.5,0.49,75,9.5,,1.8,1.06,5.5,,,,8,14,,,,85.5,,,,,,85.5,3000,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w15ly-001,8,49,0.45,0.56,2.21,12,5.7,0.3,75,6.28,,1.7,0.93,4.6,,,,10,20,,,,86.5,,,,,,86.5,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w16nx-001-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w16nx-001-08,8,39,0.35,0.41,2.16,14,6.2,0.41,94,13.9,,1.2,1.64,7.3,,,,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W16NX-003,8,39,0.35,0.41,2.16,14,6.2,0.41,94,13.9,,1.2,1.64,7.3,,,,14,22,,,,,,,,,,,,152.4,146,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W16NX001,4,39,0.35,0.41,2.16,14,6.2,0.41,94,,,,,7.3,,,,,,,,,85,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W16NX001,8,39,0.35,0.41,2.16,13.87525483008,6.2,0.41,94,13.9,,1.2,1.64,7.3,,,,14,,,,,85,,,,,,85,2500,152.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W16NX005 (TPCD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w18e-001,8,34,0.42,0.49,2.91,30,6.1,0.65,126,15.5,,1.4,1.2,6.6,,,,10,19,,,,86,,,,,,86,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w18ex-001,8,34,0.26,0.3,1.8,30,6.1,0.65,126,15.5,,1.4,1.94,8.4,,,,10,19,,,,88,,,,,,88,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w18nx-001,8,40,0.34,0.41,2.08,24,6.3,0.43,126,13.7,,1.2,1.77,7,,,,14,22,,,,87.5,,,,,,87.5,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W18NX-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W19NX-001,8,34,0.41,0.45,5.3,24,6.2,0.23,136,23.1,,0.95,0.93,8.3,,,,14,26,,,,85.6,,,,,,85.6,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W19NX-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w22ex-001,8,25,0.34,0.41,2.14,98,6.1,0.61,220,26.2,,1.5,2.06,8.1,,,,10,21,,,,88,,,,,,88,2000,203.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W22NX001-GRAPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w22ny-001,8,33,0.3,0.36,1.73,71.92479034368,6.1,0.61,220,20,,1.2,2.6,8.8,,,,14,,,,,90,,,,,,90,3000,203.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,W22NY-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w26fx-001,8,20,0.35,0.41,2.34,162,6.3,1.43,330,56.3,,1.1,3.21,10.7,,,,14,35,,,,87,,,,,,87,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,w26fx-002,8,31,0.39,0.47,2.55,87,6.2,0.81,330,42.4,,0.6,3.52,10.9,,,,14,35,,,,89,,,,,,89,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,X1-04,4,31,0.39,0.43,4.24,146,3,0.05,222,10.5,,2.5,0.57,4.2,,,,4.2,14,,,,96,,,,,,96,20000,,,,,,,,,,,,,,26,7.8,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,X1-04-F8,4,31,0.39,0.43,4.24,146,3,0.05,222,10.5,,2.08,0.57,4.2,,,,4.2,,,,,96,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,X1-08,8,32,0.44,0.5,4.2,143,5.7,0.07,222,10,,2.5,0.57,5.25,,,,4.2,14,,,,93,,,,,,93,20000,,,,,,,,,,,,,,26,7.8,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,X2-08,8,36,0.24,0.25,5.1,78,6,0.43,212,13.9,,1.2,0.7,9.2,,,,6,22,,,,94,,,,,,94,3000,203.2,,,,,,,,,,,,,39,12,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,X3-06,6,600,,,,,4.6,0.06,11.9,0.47,,,,3.9,,,,1,,,,,94,,,,,,94,,,,,,,,,,,,,,,35,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,XM001-04,4,25,0.42,0.45,5.6,56,3.3,0.73,342,118,,0.34,3.31,12,,,,28,56,,,,88,,,,,,,,254,268.986,,,,,235.966,,,,,,,56,38,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,XM003,,16,,,,93,,,363,260,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,XM004-04,4,26,0.27,0.29,3.94,40,3.5,2.33,342,160,,0.24,6.53,17.7,,,,30,56,,,,86,,,,,,86,,,,,,,,,,,,,,,56,40,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAS,XM006-04S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Flute,w14rc25,,43.5,0.35,0.39,3.27,18.9,7.3,,87,7.58,,,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Flute,w14rc25-4,,42.5,0.28,0.31,3.7,19,3.7,,87,7.95,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Flute,w17rc38-08,,40.5,0.29,0.36,1.52,28.2,7.3,,132,13.57,,,,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Flute,w17rc38-4,,37.5,0.24,0.28,1.52,25.6,3.7,,132,17.4,,,,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Flute,w20rc38-08,,30.8,0.23,0.28,1.3,83.3,7.3,,214,20.9,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Flute,w20rc38-4,,31,0.23,0.27,1.51,72.3,3.7,,214,23.7,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,135LB,8,80,0.3,0.3,3.6,,,,86.5,3.3,,,,,6,,,,,,,,95,35,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,165-2000,4,75,0.74,0.8,9,32,4.1,,165,5.5,,,,,10,,,,,,,,94,35,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,165EXC,4,78,,,,,,,165,,,,,,5,,,,,,,,95,35,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,165GMF,8,64,0.38,0.4,9,33,5.5,,165,5,,,,,6,,,,,,,,96,35,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,165LB,4,64,0.42,0.46,4.8,33,4,,165,5.5,,,,,6,,,,,,,,95,35,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,215 HÉRITAGE Speaker Driver Woofer / Midrange 25W 8 Ohm 97.5dB 60Hz-10kHz,8,64,0.63,0.71,5.67,65,5.5,0.3,263,9.4,,,,5.4,3.2,,,,,,,,97.5,25,,,,,97.5,,224,,,,157,,212,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,215-2000,4,47,0.23,0.24,8,121,4,,283,7,,,,,10,,,,,,,,99,20,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,215EXC,4,50,,,,,,,283,,,,,,5,,,,,,,,99,20,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,215GMF,8,54,0.36,0.38,8.57,60,8,0.73,253,13,,,,,3.7,,,,,,,,97,40,,,,,,1000,210,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,215RTF64,8,60,0.58,0.6,7,80,6.5,,263,8.5,,,,,4,,,,,,,,97,35,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,215S,8,50,0.8,0.9,8,85,6.5,,263,8,,,,,8,,,,,,,,94,35,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,215SBIC,8,50,0.8,0.9,8,85,5.5,,263,10,,,,,8,,,,,,,,93,35,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,285-2000 MK2,8,60,0.31,0.32,7,135,6.5,,442.77,14.5,,,,10.45,3.5,,,,,,,,101,70,,,,,,,280,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,285EXC MK2,8,50,,,,,,,471,,,,,,4,,,,,,,,102,70,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,285GMF,8,47,0.38,0.39,8,150,6.5,,471,20,,,,,8,,,,,,,,99,70,,,,,,,280,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,400-2000,8,22,,,,,6.5,,855,66,,0.5,,,10,,,,,,,,98,120,,,,,,,404,,,,215,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,400-2000,8,23,0.27,0.28,9,,6.5,,855,70,,,,,10,,,,,,,,96,120,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,400EXC,8,23,,,,,,,855,,,,,,10,,,,,,,,99,120,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,400GMF,8,26,0.32,0.33,10,,6.5,,855,70,,,,,10,,,,,,,,96,120,,,,,,,350,,,,165,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,TG1,4,1200,,,,,3.9,,,,,,,,,,,,,,,,98,50,,,,,,,25,,,,40,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supravox,TG1-8,8,1200,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sure Electronics - Wondom,AA-SP15113,8,,,,,,7.5,1.31,,,,,,,,2,,,,,,,80,15,,,,,,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sure Electronics - Wondom,AA-SP15117,6.25,130,,,,,5.6,0.0247,,,,,,,,,,,,,,,84.5,10,,,,,,1000,63,,,,,,,,,,,,,,,,,,,,,208,94,,,,,,,,,,,,,,,,,,,,,
